System,System Name,Sub System,Sub System Name,Sub Sub System,Sub Sub Sytem Name
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305B,FUEL INJECTION- MECH COMPONENT
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305C,FUEL INJECTION- ELECT COMPONENT
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305D,FUEL LINES & FILTERS (ENGINE)
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305E,ENGINE GOVERNERS -MECH
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305F,ENGINE GOVERNERS -ELECT
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305G,TURBOCHARGER/ SUPERCHARGER
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305H,MECH. FUEL PUMPS
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305J,VEH. DECCELERATION FUEL SHUT-OFF
03,ENGINE SYSTEM,0305,FUEL CHARGING AND CONTROLS,0305K,CARBURATOR COOLING FANS
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306A,AIR CONDITIONING DRIVE
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306B,COOLANT CIRCULATION DRIVE
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306C,POWER STEERING DRIVE
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306D,ALTERNATOR / GENERATOR DRIVE
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306E,AIR PUMP / COMPRESSOR / VAC GEN DRIVE
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306F,ACCESSORY DRIVE -SPEED CONTROL
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306G,DRIVE BELTS
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306H,CRANKSHAFT DRIVE PULLEYS
03,ENGINE SYSTEM,0306,ACCESSORY DRIVE,0306J,OTHER ACCESSORY DRIVE PULLEYS
03,ENGINE SYSTEM,0307,ENGINE CRANKING,0307A,STARTER RING GEAR- MAN TRANSM
03,ENGINE SYSTEM,0307,ENGINE CRANKING,0307B,STARTER RING GEAR- AUTO TRANSM
03,ENGINE SYSTEM,0307,ENGINE CRANKING,0307C,STARTER AND INTEGRAL SOLENOID
03,ENGINE SYSTEM,0307,ENGINE CRANKING,0307D,STARTER RELAY AND SWITCHES
03,ENGINE SYSTEM,0307,ENGINE CRANKING,0307E,STARTING AIDS
03,ENGINE SYSTEM,0308,ENGINE IGNITION,0308A,DISTRIBUTOR
03,ENGINE SYSTEM,0308,ENGINE IGNITION,0308B,IGNITION COIL
03,ENGINE SYSTEM,0308,ENGINE IGNITION,0308C,SPARK PLUG
03,ENGINE SYSTEM,0308,ENGINE IGNITION,0308D,IGNITION WIRING
03,ENGINE SYSTEM,0308,ENGINE IGNITION,0308E,ELECTRIC IGNITION
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309A,ENGINE VENTILATION
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309B,SECONDARY AIR EMMISSION CONTROL
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309C,EMMISSION CNTRL-DISTRIBUTION MECHANISM
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309D,EXHAUST GAS RECIRCULATION
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309E,DECELERATION DRIVE
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309F,CATALYTIC CONVERTOR-INT. COMPONENTS
03,ENGINE SYSTEM,0309,ELECT. EMMISSION CONTROL,0309G,PARTICULATE TRAP-INT.COMPONENTS
03,ENGINE SYSTEM,0310,VALVE TRAIN,0310A,CAMSHAFT AND DRIVE
03,ENGINE SYSTEM,0310,VALVE TRAIN,0310B,VALVE ACTUATION-MECHANICAL
03,ENGINE SYSTEM,0310,VALVE TRAIN,0310C,VALVE ACTUATION-ELECTRICAL
03,ENGINE SYSTEM,0310,VALVE TRAIN,0310D,VALVES
03,ENGINE SYSTEM,0310,VALVE TRAIN,0310E,VALVE TRAIN ACCESSORY DRIVE
03,ENGINE SYSTEM,0311,ENGINE SEALING,0311A,OIL CONTROL
03,ENGINE SYSTEM,0311,ENGINE SEALING,0311B,COOLANT CONTROL
03,ENGINE SYSTEM,0311,ENGINE SEALING,0311C,AIR AND CONTAMINANT CONTROL
03,ENGINE SYSTEM,0311,ENGINE SEALING,0311D,ENGINE COVERS
03,ENGINE SYSTEM,0312,ENGINE POWER CONVERSION,0312A,CRANKSHAFT
03,ENGINE SYSTEM,0312,ENGINE POWER CONVERSION,0312B,PISTON/RINGS/ CONNECTING RODS
03,ENGINE SYSTEM,0312,ENGINE POWER CONVERSION,0312C,FLYWHEEL
03,ENGINE SYSTEM,0313,AIR CHARGING,0313A,AIR CLEANER 
03,ENGINE SYSTEM,0313,AIR CHARGING,0313B,AIR COOLERS
03,ENGINE SYSTEM,0313,AIR CHARGING,0313C,ACOUSTICAL CONTROL COMPONENTS
03,ENGINE SYSTEM,0313,AIR CHARGING,0313D,HOSES AND DUCTS
03,ENGINE SYSTEM,0313,AIR CHARGING,0313E,SEALINGS
03,ENGINE SYSTEM,0313,AIR CHARGING,0313F,SUPPORTS
03,ENGINE SYSTEM,0314,EVAPORATIVE EMMISSION,0314A,FUEL VAPOUR STORAGE CANISTERS
03,ENGINE SYSTEM,0314,EVAPORATIVE EMMISSION,0314B,FUEL VAPOUR LINES
03,ENGINE SYSTEM,0314,EVAPORATIVE EMMISSION,0314C,CONTROL MOUDES AND SOLENOIDS
03,ENGINE SYSTEM,0314,EVAPORATIVE EMMISSION,0314D,VENTING DEVICES / VALVES
03,ENGINE SYSTEM,0314,EVAPORATIVE EMMISSION,0314E,SEPERATOR TANK & FILL SENSING
03,ENGINE SYSTEM,0315,ELECTRONIC ENGINE CONTROL,0315A,COMPUTER ASSY
03,ENGINE SYSTEM,0315,ELECTRONIC ENGINE CONTROL,0315B,MOUNTING HARDWARES
03,ENGINE SYSTEM,0315,ELECTRONIC ENGINE CONTROL,0315C,SENSORS/SIGNAL COND.DEVICES
03,ENGINE SYSTEM,0315,ELECTRONIC ENGINE CONTROL,0315D,ELECTRONIC ACTUATOR DEVICES
03,ENGINE SYSTEM,0315,ELECTRONIC ENGINE CONTROL,0315E,ELECTRONIC ENG. CONTROL-POWER RELAY
03,ENGINE SYSTEM,0315,ELECTRONIC ENGINE CONTROL,0315F,HYBRID CONTROL UNIT
03,ENGINE SYSTEM,0316,SOUND CONTROL ( ENGINE ),0316A,SOUND INHIBITORS
03,ENGINE SYSTEM,0317,FOOT OPERATED THROTTLE CONTROL,0317A,FOOT OPERATED THROTTLE CONTROL
04,SUSPENSION SYSTEM,0401,SUSPENSION,0401A,SPRING SUSPENSION
04,SUSPENSION SYSTEM,0401,SUSPENSION,0401B,SUSPENSION MEMBERS
04,SUSPENSION SYSTEM,0401,SUSPENSION,0401C,NON-DRIVEN AXLES
04,SUSPENSION SYSTEM,0401,SUSPENSION,0401D,HUB & SPINDLE / KNUCKLES
04,SUSPENSION SYSTEM,0401,SUSPENSION,0401E,STAB  BAR/ STRUT
04,SUSPENSION SYSTEM,0403,SHOCKABSORBERS,0403A,SHOCKABSORBERS
04,SUSPENSION SYSTEM,0403,SHOCKABSORBERS,0403C,SHOCKABSORBER DAMPNING ACTUATORS
04,SUSPENSION SYSTEM,0403,SHOCKABSORBERS,0403D,SHOCKABSORBER DAMPNING CONTROLS
04,SUSPENSION SYSTEM,0404,WHEELS AND TYRES,0404A,WHEELS
04,SUSPENSION SYSTEM,0404,WHEELS AND TYRES,0404B,TYRES
04,SUSPENSION SYSTEM,0404,WHEELS AND TYRES,0404C,WHEEL ORNAMENTS
04,SUSPENSION SYSTEM,0405,SUSPENSION -LOAD LEVEL CONTROLS,0405A,SUSPENSION -LEVELLING POWER SOURCE
04,SUSPENSION SYSTEM,0405,SUSPENSION -LOAD LEVEL CONTROLS,0405B,LOAD LEVELLING CONTROLS
04,SUSPENSION SYSTEM,0405,SUSPENSION -LOAD LEVEL CONTROLS,0405C,LOAD LEVELLING DISTRIBUTION
04,SUSPENSION SYSTEM,0405,SUSPENSION -LOAD LEVEL CONTROLS,0405D,LOAD LEVELLING ELECTRIC MOTORS
04,SUSPENSION SYSTEM,0406,FRT/ RR WHEEL ALIGNMENT,0406A,WHEEL ALIGNMENT -SPECS
05,DRIVELINE SYSTEM,0501,DRIVESHAFT,0501A,DRIVESHAFT
05,DRIVELINE SYSTEM,0501,DRIVESHAFT,0501B,DRIVE SHAFT END COUPLINGS & YOKES
05,DRIVELINE SYSTEM,0501,DRIVESHAFT,0501C,DRIVESHAFT JOINTS
05,DRIVELINE SYSTEM,0501,DRIVESHAFT,0501D,DRIVESHAFT TUBES
05,DRIVELINE SYSTEM,0501,DRIVESHAFT,0501E,DRIVESHAFT SUPPORTS
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502A,AXLE ASSY
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502B,HOUSING AXLE
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502E,DIFFERENTIAL ASSY
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502F,AXLE SHAFTS & JOINTS
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502G,MULTI SPEED AXLES AND CONTROLS
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502H,DOUBLE REDUCTION MECHANISM
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502J,LUBRICANTS
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502K,AXLE TUBE
05,DRIVELINE SYSTEM,0502,DRIVE HOUSED AXLE,0502L,AXLE SUPPORT
05,DRIVELINE SYSTEM,0504,DRIVE HALF SHAFTS,0504A,DRIVE HALF SHAFT ASSY
05,DRIVELINE SYSTEM,0504,DRIVE HALF SHAFTS,0504B,DRIVE HALF SHAFT END COUPLINGS & YOKES
05,DRIVELINE SYSTEM,0504,DRIVE HALF SHAFTS,0504C,DRIVE HALF SHAFT JOINTS
05,DRIVELINE SYSTEM,0504,DRIVE HALF SHAFTS,0504D,DRIVE HALF SHAFT TUBES
05,DRIVELINE SYSTEM,0504,DRIVE HALF SHAFTS,0504E,DRIVE HALF SHAFT SUPPORTS
05,DRIVELINE SYSTEM,0506,MULTIPLE DRIVE,0506A,MULTIPLE DRIVE COMPONENTS
05,DRIVELINE SYSTEM,0506,MULTIPLE DRIVE,0506B,POWER DRIVER
06,BRAKES SYSTEM,0601,FOUNDATION BRAKE,0601A,DISC ASSY
06,BRAKES SYSTEM,0601,FOUNDATION BRAKE,0601B,DRUM ASSY
06,BRAKES SYSTEM,0601,FOUNDATION BRAKE,0601C,HOSE & TUBES
06,BRAKES SYSTEM,0601,FOUNDATION BRAKE,0601D,ACTUATION SYSTEM
06,BRAKES SYSTEM,0601,FOUNDATION BRAKE,0601E,VALVES
06,BRAKES SYSTEM,0601,FOUNDATION BRAKE,0601F,VACCUM SYSTEM
06,BRAKES SYSTEM,0602,PARKING BRAKE,0602A,LEVER
06,BRAKES SYSTEM,0602,PARKING BRAKE,0602B,CABLES
06,BRAKES SYSTEM,0602,PARKING BRAKE,0602C,PULLEY
06,BRAKES SYSTEM,0603, SLIP CONTROL,0603A,CONTROLLERS
06,BRAKES SYSTEM,0603, SLIP CONTROL,0603B,SENSORS
06,BRAKES SYSTEM,0604,BRACKETS,0604A,BRACKETS
06,BRAKES SYSTEM,0605,CONSUMABLES,0605A,FLUID BRAKE
06,BRAKES SYSTEM,0605,CONSUMABLES,0605B,PARKING BRAKES CONTROLS( CABLE)
06,BRAKES SYSTEM,0605,CONSUMABLES,0605C,PARKING BRAKES CONTROLS( HYDRAULIC)
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606A,MASTER CYLINDER
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606B,PEDAL AND SUPPORTS
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606C,TUBES & HOSES-HYDRAULIC BRAKES ACTUATION
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606D,STOP LAMP SWITCH-HYD BRAKES ACTUATION
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606E,BRAKE CONTROL VALVES
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606F,BRAKE FLUID
06,BRAKES SYSTEM,0606,HYDRAULIC BRAKES ACTUATION,0606G,BRAKE FLUID RESERVIOR
06,BRAKES SYSTEM,0607,POWER BRAKE,0607A,VACCUM BOOSTER
06,BRAKES SYSTEM,0607,POWER BRAKE,0607B,VACCUM PUMP ( POWER BRAKES ONLY )
06,BRAKES SYSTEM,0607,POWER BRAKE,0607C,AIR ASSIST BOOSTER
06,BRAKES SYSTEM,0607,POWER BRAKE,0607D,HYDRAULIC ( UNIQUE HYDRO-BOOSTER)
06,BRAKES SYSTEM,0608,AIR BRAKES,0608A,AIR BRAKE VALVES
06,BRAKES SYSTEM,0608,AIR BRAKES,0608B,TUBES & HOSES-AIR BRAKES
06,BRAKES SYSTEM,0608,AIR BRAKES,0608C,STOP LAMP SWITCH-AIR BRAKES
06,BRAKES SYSTEM,0608,AIR BRAKES,0608D,AIR COMPRESSOR PUMP
06,BRAKES SYSTEM,0608,AIR BRAKES,0608E,AIR RESERVIORS
06,BRAKES SYSTEM,0609,ANTI LOCK CONTROL SUB SYSTEM,0609A,SENSORS
06,BRAKES SYSTEM,0609,ANTI LOCK CONTROL SUB SYSTEM,0609B,LOGIC MODULE
06,BRAKES SYSTEM,0609,ANTI LOCK CONTROL SUB SYSTEM,0609C,ACTU. ANTI-LOCK CONTROL COMPONENTS
06,BRAKES SYSTEM,0609,ANTI LOCK CONTROL SUB SYSTEM,0609D,UNIQUE ANTI WHEELSPIN COMPONENTS
06,BRAKES SYSTEM,0610,AUXILARY BRAKES,0610A,EXHAUST BRAKE
06,BRAKES SYSTEM,0610,AUXILARY BRAKES,0610B,HYDRAULIC RETARDER
06,BRAKES SYSTEM,0610,AUXILARY BRAKES,0610C,ELECTRIC RETARDER
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701A,AUTO TRANSM / TRANSAXLE ASSY
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701B,HOUSING AND SEALS
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701C,INT. HYD.OR MECH.CONTROLS /PUMPS
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701E,CLUTCH PACKS AND BRAKE BANDS
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701F,TORQUE CONVERTER & DRIVE PLATE
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701G,INT.ELECT/ELECTRONIC CONTROLS
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701H,TRANSMISSION FLUID (AUTOMATIC)
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701J,SHEAVES AND BELTS
07,TRANSMISSION SYSTEM,0701,AUTO TRANSMISSION / TRANSAXLE,0701K,AUTO TRANSAXLE DIFFERENTIAL
07,TRANSMISSION SYSTEM,0702,TRANSMISSION COOLING,0702A,TRANSMISSION COOLER
07,TRANSMISSION SYSTEM,0702,TRANSMISSION COOLING,0702B,HOSES TRANSMISSION COOLER
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703A,TRANSMISSION /TRANSAXLE ASSY
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703B,TRANSMISSION / TRANSAXLE HOUSING
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703C,TRNS / TRANSAXLE INTERNAL CONTROLS
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703D,TRNS TRANSAXLE GEAR SETS/SHAFTS/BRG
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703E,TRANSMISSION / TRANSAXLE SYNCHRONISERS
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703F,SPEEDO DRIVE AND DRIVEN GEARS
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703G,TRANSAXLE DIFFERENTIAL
07,TRANSMISSION SYSTEM,0703,MANUAL TRANSMISSION/ TRANSAXLE,0703H,FLUID
07,TRANSMISSION SYSTEM,0704,AUXILARY TRANSMISSION,0704A,NON-INTEGRATED AUXILARY TRANSM O/D.
07,TRANSMISSION SYSTEM,0704,AUXILARY TRANSMISSION,0704B,NON-INTEGRATED RANGE SPLITTER
07,TRANSMISSION SYSTEM,0705,AUTO.TRAN.EXTERNAL CONTROLS,0705A,DRVR OPERTD EXTL CONTROL- FLOOR SHIFT
07,TRANSMISSION SYSTEM,0705,AUTO.TRAN.EXTERNAL CONTROLS,0705B,EXTERNAL CONTROLS -ELECT/ELECTRONIC
07,TRANSMISSION SYSTEM,0705,AUTO.TRAN.EXTERNAL CONTROLS,0705C,EXTERNAL CONTROLS -MECHANICAL
07,TRANSMISSION SYSTEM,0705,AUTO.TRAN.EXTERNAL CONTROLS,0705D,EXTERNAL CONTROLS -VACCUM
07,TRANSMISSION SYSTEM,0705,AUTO.TRAN.EXTERNAL CONTROLS,0705E,DRVR OPRTD EXTNL CONT  -COLUMN SHIFT
07,TRANSMISSION SYSTEM,0706,MANUAL TRANSM. EXTNL CONTROLS,0706A,DRIVER OPERATED EXTNL CONTROLS
07,TRANSMISSION SYSTEM,0706,MANUAL TRANSM. EXTNL CONTROLS,0706B,EXTNL CONTROL AUXILARY TRANSM
07,TRANSMISSION SYSTEM,0706,MANUAL TRANSM. EXTNL CONTROLS,0706C,EXTNL CONTROLS TRANSFER CASE
07,TRANSMISSION SYSTEM,0707,TRANSFER DRIVE,0707A,TRANFER DRIVE ASSY
07,TRANSMISSION SYSTEM,0707,TRANSFER DRIVE,0707B,HOUSINGS AND SEALS
07,TRANSMISSION SYSTEM,0707,TRANSFER DRIVE,0707C,INTERNAL CONTROLS
07,TRANSMISSION SYSTEM,0708,POWER TAKE OFF SYSTEM,0708A,POWER TAKE OFF
07,TRANSMISSION SYSTEM,0708,POWER TAKE OFF SYSTEM,0708B,HOUSING
07,TRANSMISSION SYSTEM,0708,POWER TAKE OFF SYSTEM,0708C,GEARS AND SHAFTS
07,TRANSMISSION SYSTEM,0708,POWER TAKE OFF SYSTEM,0708D,BEARING
07,TRANSMISSION SYSTEM,0708,POWER TAKE OFF SYSTEM,0708E,OIL SEAL
07,TRANSMISSION SYSTEM,0708,POWER TAKE OFF SYSTEM,0708F,SHIMS
07,TRANSMISSION SYSTEM,0712,TRANSM. SOUND CONTROL,0712A,TRANSMISSION SOUND CONTROL
07,TRANSMISSION SYSTEM,0712,TRANSM. SOUND CONTROL,0712B,TRANSMISSION SOUND INHIBITORS
07,TRANSMISSION SYSTEM,0714,NEUTRAL START SWITCH,0714A,TRANSMISSION MOUNTED SWITCHES
07,TRANSMISSION SYSTEM,0714,NEUTRAL START SWITCH,0714B,EXT. CONTROL MOUNTED SWITCHES
08,CLUTCH SYSTEM,0801,CLUTCH AND HOUSING,0801A,FLYWHEEL HOUSING & SPLASH PROTECT
08,CLUTCH SYSTEM,0801,CLUTCH AND HOUSING,0801B,CLUTCH DISC ASSY
08,CLUTCH SYSTEM,0801,CLUTCH AND HOUSING,0801C,PRESSURE PLATE AND COVER ASSY
08,CLUTCH SYSTEM,0802,CLUTCH CONTROLS,0802A,INTERNAL CONTROLS
08,CLUTCH SYSTEM,0802,CLUTCH CONTROLS,0802B,EXTERNAL CONTROLS -MECHANICAL
08,CLUTCH SYSTEM,0802,CLUTCH CONTROLS,0802C,EXTERNAL CONTROLS -HYDRAULIC
08,CLUTCH SYSTEM,0802,CLUTCH CONTROLS,0802D,AUTOMATIC CLUTCH
08,CLUTCH SYSTEM,0802,CLUTCH CONTROLS,0802E,EXTERNAL CONTROLS-ELECTRICAL
09,EXHAUST SYSTEM,0901,ACOUSTICAL CONTROL COMPONENTS,0901A,MUFFLERS
09,EXHAUST SYSTEM,0901,ACOUSTICAL CONTROL COMPONENTS,0901B,RESONATORS
09,EXHAUST SYSTEM,0901,ACOUSTICAL CONTROL COMPONENTS,0901C,DEFUSSERS
09,EXHAUST SYSTEM,0902,EXHAUST GAS TREATMENT COMPONENTS,0902A,CATALYTIC CONVERTER ASSY
09,EXHAUST SYSTEM,0902,EXHAUST GAS TREATMENT COMPONENTS,0902B,PARTICULATE TRAP ASSY
09,EXHAUST SYSTEM,0903,EXHAUST PIPES AND SUPPORTS,0903A,EXHAUST PIPES
09,EXHAUST SYSTEM,0903,EXHAUST PIPES AND SUPPORTS,0903B,EXHAUST SYSTEM SEALS
09,EXHAUST SYSTEM,0903,EXHAUST PIPES AND SUPPORTS,0903C,EXHAUST SYSTEM SUPPORTS
09,EXHAUST SYSTEM,0904,SHIELDS AND ATTACHMENTS,0904A,SHIELDS AND ATTACHMENTS
09,EXHAUST SYSTEM,0904,SHIELDS AND ATTACHMENTS,0904B,PROTECTIVE DEVICES
09,EXHAUST SYSTEM,0905,DECOUPLERS,0905A,DECOUPLERS
09,EXHAUST SYSTEM,0906,DEF SYSTEM,0906A,STORAGE TANK
09,EXHAUST SYSTEM,0906,DEF SYSTEM,0906B,FILLING
09,EXHAUST SYSTEM,0906,DEF SYSTEM,0906C,SUPPLY
09,EXHAUST SYSTEM,0906,DEF SYSTEM,0906D,SHIELDS
09,EXHAUST SYSTEM,0906,DEF SYSTEM,0906E,SUPPORTS
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001A,FUEL STORAGE
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001B,FUEL FILLING
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001C,FUEL DELIVERY
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001D,FUEL LINES
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001E,VAPOUR MANAGEMENT
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001F,CLIPS AND SPACERS
10,FUEL SYSTEM,1001,FUEL TANK AND LINES,1001G,FUEL
10,FUEL SYSTEM,1002,FOOT OPERATED ACCEL. CONTROL,1002A,FOOT OPERATED THROTTLE CONTROL
10,FUEL SYSTEM,1003,AUTO.VEH.SPEED CONTROL,1003A,SPEED SENSORS
10,FUEL SYSTEM,1003,AUTO.VEH.SPEED CONTROL,1003B,SERVO SENSORS
10,FUEL SYSTEM,1003,AUTO.VEH.SPEED CONTROL,1003C,ELECTRONIC MODULE /AMPLIFIER
10,FUEL SYSTEM,1003,AUTO.VEH.SPEED CONTROL,1003D,SPEED CONTROL SWITCHES- DEACTIVATOR
10,FUEL SYSTEM,1004,HAND OPERATED FUEL/CHOKE CONTROL,1004A,HAND OPERATED THROTTLE CONTROL
10,FUEL SYSTEM,1004,HAND OPERATED FUEL/CHOKE CONTROL,1004B,MANUAL CHOKE CONTROL
10,FUEL SYSTEM,1004,HAND OPERATED FUEL/CHOKE CONTROL,1004C,FUEL SHUT-OFF CONTROL
10,FUEL SYSTEM,1005,CNG SYSTEM,1005A,CNG HIGH PRESSURE
10,FUEL SYSTEM,1005,CNG SYSTEM,1005B,CNG LOW PRESSURE
10,FUEL SYSTEM,1005,CNG SYSTEM,1005C,CNG IGNITION
10,FUEL SYSTEM,1006,LPG SYSTEM,1006A,LPG HIGH PRESSURE
10,FUEL SYSTEM,1006,LPG SYSTEM,1006B,LPG LOW PRESSURE
10,FUEL SYSTEM,1006,LPG SYSTEM,1006C,LPG IGNITION
10,FUEL SYSTEM,1007,TYPE OF FUEL,1007A,TYPE OF FUEL
11,STEERING SYSTEM,1101,MANUAL STEERING GEAR SUBSYSTEM,1101A,MANUAL STEERING GEAR
11,STEERING SYSTEM,1102,POWER STEERING,1102A,INTEGRAL POWER STEERING
11,STEERING SYSTEM,1102,POWER STEERING,1102B,LINKAGE BOOSTER POWER STEERING
11,STEERING SYSTEM,1102,POWER STEERING,1102C,HYDRAULIC DISTRIBUTION
11,STEERING SYSTEM,1102,POWER STEERING,1102D,POWER STEERING PUMP
11,STEERING SYSTEM,1102,POWER STEERING,1102E,POWER STEERING FLUID
11,STEERING SYSTEM,1102,POWER STEERING,1102F,POWER STEERING ELECTR CONTROLS
11,STEERING SYSTEM,1102,POWER STEERING,1102G,POWER STEERING SENSORS AND ACTUATORS
11,STEERING SYSTEM,1103,STEERING LINKAGE,1103A,STEERING LINKAGE COMPONENTS
11,STEERING SYSTEM,1104,STEERING COLUMN SYSTEM,1104A,STEERING COLUMN AND SHAFT
11,STEERING SYSTEM,1104,STEERING COLUMN SYSTEM,1104B,TRANSM. SHIFT MECHANISM
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105A,STRG/COL-TURN SIGNAL SWITCH
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105B,STRG/COL-IGNITION  SWITCH
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105C,STRG/COL-WIPER/ WASHER SWITCH
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105D,STRG/COL-HEAD LAMP SWITCH
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105E,STRG/COL-STALK SPEED CONTROL
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105F,STEERING ROTATION SENSOR
11,STEERING SYSTEM,1105,STEERING COLUMN SWITCHES,1105G,COL REMOTE ENTERTAINMENT CONTROL
11,STEERING SYSTEM,1106,STEERING WHEEL SYSTEM,1106A,STEERING WHEEL
11,STEERING SYSTEM,1106,STEERING WHEEL SYSTEM,1106B,STEERING WHEEL-ELECTRICAL
11,STEERING SYSTEM,1106,STEERING WHEEL SYSTEM,1106C,STEERING WHEEL-PASSIVE RESTRAINTS
11,STEERING SYSTEM,1107,FOUR WHEEL STRG ACTUATOR CONTROL,1107A,ELECTROMECH STEERING ACTUATOR
11,STEERING SYSTEM,1107,FOUR WHEEL STRG ACTUATOR CONTROL,1107B,STEERING SENSORS
11,STEERING SYSTEM,1107,FOUR WHEEL STRG ACTUATOR CONTROL,1107C,LOGIC MODULE
11,STEERING SYSTEM,1107,FOUR WHEEL STRG ACTUATOR CONTROL,1107D,MOTOR DRIVE MODULE
12,CLIMATE CONTROL SYSTEM,1201,BODY VENTILATION,1201A,AIR INTAKE COMPONENTS
12,CLIMATE CONTROL SYSTEM,1201,BODY VENTILATION,1201B,AIR DISTRIBUTION COMPONENTS
12,CLIMATE CONTROL SYSTEM,1201,BODY VENTILATION,1201C,AIR EXTRACTION COMPONENTS
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202A,HEATER BLOWER LESS ELECTRICAL MOTORS
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202B,HEATER ASSY
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202C,DISTRIBUTION
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202D,HEATER HOSES
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202E,REAR WINDOW DEFOG
