System,System Name,Sub System,Sub System Name,Sub Sub System,Sub Sub Sytem Name
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202F,HEATER CONTROLS-MANUAL
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202G,HEATER CONTROLS -AUTOMATIC
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202H,REAR WINDOW DEFOGGING
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202J,ELECTRIC MOTOR-HEATER BLOWER
12,CLIMATE CONTROL SYSTEM,1202,HEATING AND DEFROSTING,1202K,SUPPORTING ELECT- HEATING COMPONENTS
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203A,COMPRESSOR
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203B,CONDENSOR/ RECEIVER
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203C,EVAPOURATOR/HEATER ASSY
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203D,DISTRIBUTION
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203E,AIR CONDENSOR LINES/FITTINGS
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203F,FAN SPEED CONTROL SWITCH-A/C-HEATER
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203G,A/C CONTROLS-MANUAL
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203H,A/C CONTROLS-AUTO
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203J,A/C ELECTRIC MOTOR
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203K,A/C REAR
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203L,HVAC UNIT FRONT
12,CLIMATE CONTROL SYSTEM,1203,AIR CONDITIONING,1203Z,UNCLASSIFIED CONTROL SYSTEM
12,CLIMATE CONTROL SYSTEM,1204,CONTROLS,1204A,FAN SPEED CONTROL
12,CLIMATE CONTROL SYSTEM,1204,CONTROLS,1204B,A/C.CONTROLS -MANUAL
12,CLIMATE CONTROL SYSTEM,1204,CONTROLS,1204C,A/C. CONTROLS-AUTO
13,GAGE AND WARNING DEVICE SYSTEM,1301,INST.CLUSTER / PANEL LIGHTING,1301A,INST.CLUSTER CONSOLE MODULE
13,GAGE AND WARNING DEVICE SYSTEM,1301,INST.CLUSTER / PANEL LIGHTING,1301B,PRINTED CIRCUIT
13,GAGE AND WARNING DEVICE SYSTEM,1301,INST.CLUSTER / PANEL LIGHTING,1301C,INST.PANEL ILLUM. / IDENTIFICATION
13,GAGE AND WARNING DEVICE SYSTEM,1301,INST.CLUSTER / PANEL LIGHTING,1301D,INST.PNL.VOLT. REGULATOR
13,GAGE AND WARNING DEVICE SYSTEM,1302,SPEEDOMETER / ODOMETER,1302A,INDICATORS / CABLES
13,GAGE AND WARNING DEVICE SYSTEM,1303,FUEL GAGE / WARNING LIGHT,1303A,FUEL SENSORS AND GAGES
13,GAGE AND WARNING DEVICE SYSTEM,1303,FUEL GAGE / WARNING LIGHT,1303B,LOW FUEL WARNING DEVICES
13,GAGE AND WARNING DEVICE SYSTEM,1303,FUEL GAGE / WARNING LIGHT,1303C,MILES/ KMS-TO-EMPTY INDICATORS
13,GAGE AND WARNING DEVICE SYSTEM,1304,ELECTRIC POWER SUPPLY,1304A,POWER SUPPLY GAGE / WARNING LIGHT
13,GAGE AND WARNING DEVICE SYSTEM,1305,POWER TRAIN GAGE / WARN. LIGHTS,1305A,ENG. OPERATING GAGES / WARN. LIGHTS
13,GAGE AND WARNING DEVICE SYSTEM,1305,POWER TRAIN GAGE / WARN. LIGHTS,1305B,TRANSM. OPERATING GAGES
13,GAGE AND WARNING DEVICE SYSTEM,1305,POWER TRAIN GAGE / WARN. LIGHTS,1305C,AXLE OPERATING GAGES / WARNING LIGHTS
13,GAGE AND WARNING DEVICE SYSTEM,1306,HORN SYSTEM,1306A,ELECTRIC HORNS
13,GAGE AND WARNING DEVICE SYSTEM,1306,HORN SYSTEM,1306B,ELECTRIC HORN -RELAY
13,GAGE AND WARNING DEVICE SYSTEM,1306,HORN SYSTEM,1306C,AIR HORNS
13,GAGE AND WARNING DEVICE SYSTEM,1306,HORN SYSTEM,1306D,SIREN ASSY
13,GAGE AND WARNING DEVICE SYSTEM,1307,CLOCK/ DRIVER CONVENIENCE GAGES,1307A,CLOCK
13,GAGE AND WARNING DEVICE SYSTEM,1307,CLOCK/ DRIVER CONVENIENCE GAGES,1307B,CONVINIENCE GAGES
13,GAGE AND WARNING DEVICE SYSTEM,1308,INSTRUMENTATION MESSAGE CENTRE,1308A,INFORMATION PROCESSING
13,GAGE AND WARNING DEVICE SYSTEM,1308,INSTRUMENTATION MESSAGE CENTRE,1308B,INFORMATION DISPLY
13,GAGE AND WARNING DEVICE SYSTEM,1308,INSTRUMENTATION MESSAGE CENTRE,1308C,MESSAGE CENTRE CONTROL
13,GAGE AND WARNING DEVICE SYSTEM,1308,INSTRUMENTATION MESSAGE CENTRE,1308D,INFORMATION SENSING
13,GAGE AND WARNING DEVICE SYSTEM,1309,MISC.GAGES/WARNING DEVICES,1309A,GAGES/WARNING LIGHTS
13,GAGE AND WARNING DEVICE SYSTEM,1309,MISC.GAGES/WARNING DEVICES,1309B,WARNING BUZZERS
13,GAGE AND WARNING DEVICE SYSTEM,1309,MISC.GAGES/WARNING DEVICES,1309C,HEAD LAMP LEVEL INDICATOR
13,GAGE AND WARNING DEVICE SYSTEM,1310,BRAKE OPERATION GAGE / WARNING LIGHT,1310A,WARNING DEVICES
13,GAGE AND WARNING DEVICE SYSTEM,1311,ENGINE OIL PRESSURE INDICATOR,1311A,CONTROL MODULE
13,GAGE AND WARNING DEVICE SYSTEM,1311,ENGINE OIL PRESSURE INDICATOR,1311B,SENSORS/SWITCHES
13,GAGE AND WARNING DEVICE SYSTEM,1311,ENGINE OIL PRESSURE INDICATOR,1311C,HORNS/BUZZERS
13,GAGE AND WARNING DEVICE SYSTEM,1312,PARKING /REVERSING AIDS,1312A,PARKING/REVERSE AID CONTROL MODULE
13,GAGE AND WARNING DEVICE SYSTEM,1312,PARKING /REVERSING AIDS,1312B,PARKING/REVERSE AID PROX SENSORS
13,GAGE AND WARNING DEVICE SYSTEM,1312,PARKING /REVERSING AIDS,1312C,REVERSE PARKING CAMERA
14,ELECTRICAL POWER SUPPLY SYSTEM,1401,BATTERY SYSTEM,1401A,BATTERY
14,ELECTRICAL POWER SUPPLY SYSTEM,1401,BATTERY SYSTEM,1401B,BATTERY HOLD DOWN & SUPPORTS
14,ELECTRICAL POWER SUPPLY SYSTEM,1401,BATTERY SYSTEM,1401C,BATTERY CABLES
14,ELECTRICAL POWER SUPPLY SYSTEM,1402,GENERATOR / ALTERNATOR-REGULATOR,1402A,GENERATOR /ALTERNATOR
14,ELECTRICAL POWER SUPPLY SYSTEM,1402,GENERATOR / ALTERNATOR-REGULATOR,1402B,REGULATOR
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403A,POWER PACK
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403B,HOLD AND SUPPORT
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403C,BATTERY CABLE
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403D,FUSE
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403E,COOLING SYSTEM
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403F,BATTERY MODULE
14,ELECTRICAL POWER SUPPLY SYSTEM,1403,Battery Electrical Vehicle,1403G,BMS/BDU
15,RADIO TAPE AND COMMUN.SYSTEM,1501,RECIVER AND TAPE CHASSIS,1501A,RECIVER
15,RADIO TAPE AND COMMUN.SYSTEM,1501,RECIVER AND TAPE CHASSIS,1501B,DISC PLAYER/AUTOCHANGER/TAPE
15,RADIO TAPE AND COMMUN.SYSTEM,1501,RECIVER AND TAPE CHASSIS,1501C,POWER AMPLIFIERS
15,RADIO TAPE AND COMMUN.SYSTEM,1501,RECIVER AND TAPE CHASSIS,1501D,SEPARATE ENTERTAIN MEDIA PLAYER
15,RADIO TAPE AND COMMUN.SYSTEM,1502,ANTENNA SYSTEM,1502A,FIXED/MANUAL ANTENNA
15,RADIO TAPE AND COMMUN.SYSTEM,1502,ANTENNA SYSTEM,1502C,POWER  ANTENNA SWITCH
15,RADIO TAPE AND COMMUN.SYSTEM,1503,SPEAKER SYSTEM,1503A,SPEAKERS
15,RADIO TAPE AND COMMUN.SYSTEM,1504,RESERVED,1504A,TELEPHONE
15,RADIO TAPE AND COMMUN.SYSTEM,1504,RESERVED,1504B,CITIZEN BAND RADIO
15,RADIO TAPE AND COMMUN.SYSTEM,1505,RADIO NOISE SUPRESSION SYSTEM,1505A,RADIO FREQUENCY INTERFERENCE SUPPN.
15,RADIO TAPE AND COMMUN.SYSTEM,1505,RADIO NOISE SUPRESSION SYSTEM,1505B,IN CAR -ENTERTAIN /COMM. I/SUPPN
15,RADIO TAPE AND COMMUN.SYSTEM,1506,REMOTE CONVINENCE SYSTEM,1506A,RADIO COMMAND SIGNAL TRANSMIT
15,RADIO TAPE AND COMMUN.SYSTEM,1506,REMOTE CONVINENCE SYSTEM,1506B,RADIO COMMAND SIGNAL RECEIVER
15,RADIO TAPE AND COMMUN.SYSTEM,1506,REMOTE CONVINENCE SYSTEM,1506C,GARAGE DOOR OPENER TRANSMITTER
16,VACCUM DISTRIBUTION SYSTEM,1601,BODY VACCUM SYSTEM,1601A,BODY VACCUM COMPONENTS
16,VACCUM DISTRIBUTION SYSTEM,1602,CHASSIS VACCUM COMPONENTS,1602A,CHASSIS VACCUM COMPONENTS
16,VACCUM DISTRIBUTION SYSTEM,1603,TRANSMISSION VACCUM SYSTEM,1603A,TRANSMISSION VACCUM COMPONENTS
16,VACCUM DISTRIBUTION SYSTEM,1604,VACCUM GENERATOR SYSTEM,1604A,VACCUM GENERATOR COMPONENTS
16,VACCUM DISTRIBUTION SYSTEM,1604,VACCUM GENERATOR SYSTEM,1604B,VACCUM MOTOR (ELECTRICAL)
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701A,HD LAMP H/L BEAM & ADJUST.COMPONE
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701B,TURN INDICATING LAMPS
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701C,POSITION AND PARKING LAMP
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701D,AUXILIARY LAMP- FOG/SPOT LAMP
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701E,FRONT SIDE MARKERS/REFLECTORS
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701F,ROOF MARKER LAMPS /REFLECTORS
17,LIGHTING SYSTEM,1701,FRONT LIGHTING SYSTEM,1701G,CORNERING LAMPS
17,LIGHTING SYSTEM,1702,INTERIOR LIGHTING SYSTEM,1702A,ENGINE COMPARTMENT LIGHTING
17,LIGHTING SYSTEM,1702,INTERIOR LIGHTING SYSTEM,1702B,COUTESY LIGHTS / IDENTIFICATION
17,LIGHTING SYSTEM,1702,INTERIOR LIGHTING SYSTEM,1702C,LUGGAGE COMPARTMENT LIGHTING
17,LIGHTING SYSTEM,1702,INTERIOR LIGHTING SYSTEM,1702D,LOCK CYLINDER LAMP
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703A,REAR STOP / TAIL LAMPS
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703B,BACK UP LAMPS
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703C,TURN INDICATING LAMPS
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703D,AUXILIARY LAMPS (FLOOD LAMPS)
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703E,REAR SIDE MARKER / REFLECTORS
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703F,REAR REFLEX REFLECTORS
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703G,COACH LAMPS
17,LIGHTING SYSTEM,1703,REAR LIGHTING SYSTEM,1703H,LIC. PLATE ILLUMINATIONS
17,LIGHTING SYSTEM,1704,LIGHTING -SPECIAL MECHANISMS,1704A,HEAD LAMP LEVELLING/ADJUSTING
17,LIGHTING SYSTEM,1704,LIGHTING -SPECIAL MECHANISMS,1704B,HEAD LAMP  AUTO ON /OFF DELAY
17,LIGHTING SYSTEM,1704,LIGHTING -SPECIAL MECHANISMS,1704C,HEAD LAMP AUTOMATIC DIMMER
17,LIGHTING SYSTEM,1704,LIGHTING -SPECIAL MECHANISMS,1704D,HEAD LAMP HIDING
17,LIGHTING SYSTEM,1704,LIGHTING -SPECIAL MECHANISMS,1704E,ELECTRIC MOTOR
17,LIGHTING SYSTEM,1704,LIGHTING -SPECIAL MECHANISMS,1704F,DAYTIME RUNLIGHT CONTROL MODULE
17,LIGHTING SYSTEM,1705,LIGHTING SWITCHES SYSTEM,1705A,HEAD LAMP SWITCHES
17,LIGHTING SYSTEM,1705,LIGHTING SWITCHES SYSTEM,1705B,AUXILARY LAMP SWITCHES
17,LIGHTING SYSTEM,1705,LIGHTING SWITCHES SYSTEM,1705C,INTERIOR LAMP SWITCHES
17,LIGHTING SYSTEM,1705,LIGHTING SWITCHES SYSTEM,1705D,HAZARD WARNING SWITCHES
17,LIGHTING SYSTEM,1705,LIGHTING SWITCHES SYSTEM,1705E,HEAD LAMP DIMMER SWITCHES
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801A,FRONT END/ENG COMPT WIRING
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801B,INSTRUMENT PANEL & COWL WIRING
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801C,BODY & REAR END WIRING
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801D,TRAILER WIRING/RELAYS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801E,SINGLE WIRES
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801F,FUSE PNL/FUSES/CIRCUIT BREAKER
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801G,WIRING AND MODULE FASTENERS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801H,DIAGNOSTIC CONNECTOR / WIRING
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1801,ELECTRICAL WIRING/ CIRCUIT PROTECTOR,1801J,MULTIPLEX JUNCTION BLOCK AND CONN
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1802,FLASHER SYSTEM,1802A,TURN SIGNAL FLASHERS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1802,FLASHER SYSTEM,1802B,HAZARD WARNING / H-DUTY FLASHER
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1802,FLASHER SYSTEM,1802C,DRIVER WARNING IND. FLASHERS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1802,FLASHER SYSTEM,1802D,HEAD LAMP FLASHERS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1803,ELECTRIC DISTRIBUTION SWITCHES,1803A,IGNITION SWITCHES (INSTR PNL)
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1804,MISC. ELECTRICAL DEVICES,1804A,CIGAR LIGHTERS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1805,MULTIPLE FUNC ELECTR CONTROL,1805A,MULTIPLE FUNC  ELECTR CONTROL
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1805,MULTIPLE FUNC ELECTR CONTROL,1805B,SENSORS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1805,MULTIPLE FUNC ELECTR CONTROL,1805C,ACTUATORS
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1805,MULTIPLE FUNC ELECTR CONTROL,1805E,SWITCHES
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1806,"ECU FLASHING, KEY LEARNING AND DIAGNOSTICS SOFTWARES",1806A,ECU SOFTWARE
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1806,"ECU FLASHING, KEY LEARNING AND DIAGNOSTICS SOFTWARES",1806B,KEY LEARNING SOFTWARE
18,ELECT DISTRIBUTION AND ELECTRONIC CNTRL,1806,"ECU FLASHING, KEY LEARNING AND DIAGNOSTICS SOFTWARES",1806C,DIAGNOSTIC SOFTWARE
19,MISC.ACCESSORIES,1901,MOBILE PHONE,1901A,MOBILE PHONE
19,MISC.ACCESSORIES,1902,MISCELLANEOUS STRUCTURE,1902A,MISCELLANEOUS STRUCTURE
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001A,BACKHOE SLIDING FRAME
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001B,BACKHOE BOOM
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001C,BACKHOE SWING POST
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001D,BACKHOE DIPPER ARM
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001E,BACKHOE BUCKET
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001F,BACKHOE STABILIZER
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001G,BACKHOE H-FRAME
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001H,BACKHOE LINKAGES
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001J,BACKHOE COUNTER WEIGHT
20,EARTH MOVING ATTACHMENT,2001,EXCAVATOR,2001K,BACKHOE TRAC FRAME
20,EARTH MOVING ATTACHMENT,2002,LOADER,2002A,LOADER ARM
20,EARTH MOVING ATTACHMENT,2002,LOADER,2002B,LOADER BUCKET
20,EARTH MOVING ATTACHMENT,2002,LOADER,2002C,LOADER LINKAGES
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003A,CRANE COUNTERWEIGHT
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003B,ARTICULATION SYSTEM
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003C,BOOM
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003D,LIFT SYSTEM
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003E,OSCILLATION SYSTEM
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003F,MAIN FRAME ASSY
20,EARTH MOVING ATTACHMENT,2003,CRANE,2003G,SAFETY MECHANISM
20,EARTH MOVING ATTACHMENT,2004,DRUM STRUCTURE,2004A,DRUM STRUCTURE
20,EARTH MOVING ATTACHMENT,2004,DRUM STRUCTURE,2004B,CONCETE DRUM
20,EARTH MOVING ATTACHMENT,2004,DRUM STRUCTURE,2004C,HOPPER & CHUTE
20,EARTH MOVING ATTACHMENT,2004,DRUM STRUCTURE,2004D,SKID FRAME
20,EARTH MOVING ATTACHMENT,2004,DRUM STRUCTURE,2004E,LADDER
20,EARTH MOVING ATTACHMENT,2004,DRUM STRUCTURE,2004F,FLUID SYSTEM
20,EARTH MOVING ATTACHMENT,2005,ROAD MACHINERY SYSTEM,2005A,ROAD MACHINERY MAINFRAME
20,EARTH MOVING ATTACHMENT,2005,ROAD MACHINERY SYSTEM,2005B,ROAD MACHINERY GROUND ENGAGING TOOLS & MECHANISM
20,EARTH MOVING ATTACHMENT,2005,ROAD MACHINERY SYSTEM,2005C,ROAD MACHINERY ARTICULATION SYSTEM
20,EARTH MOVING ATTACHMENT,2005,ROAD MACHINERY SYSTEM,2005D,ROAD MACHINERY MISC ATTACHMENTS
21,HYDRAULIC SYSTEM,2101,PUMP-FIXED DISPLACEMENT,2101A,FIXED DISPLACEMENT GEAR PUMP
21,HYDRAULIC SYSTEM,2101,PUMP-FIXED DISPLACEMENT,2101B,FIXED DISPLACEMENT VANE PUMP
21,HYDRAULIC SYSTEM,2101,PUMP-FIXED DISPLACEMENT,2101S,FIXED DISPLACEMENT SERVICE KIT
21,HYDRAULIC SYSTEM,2102,PUMP-VARIABLE DISPLACEMENT,2102A,VARIABLE DISPLACEMENT AXIAL PISTON PUMP
21,HYDRAULIC SYSTEM,2102,PUMP-VARIABLE DISPLACEMENT,2102B,VARIABLE DISPLACEMENT RADIAL PISTON PUMP
21,HYDRAULIC SYSTEM,2102,PUMP-VARIABLE DISPLACEMENT,2102C,VARIABLE DISPLACEMENT SERVICE KIT
21,HYDRAULIC SYSTEM,2103,CONTROL VALVE,2103A,PRESSURE CONTROL VALVE
21,HYDRAULIC SYSTEM,2103,CONTROL VALVE,2103B,FLOW CONTROL VALVE
21,HYDRAULIC SYSTEM,2103,CONTROL VALVE,2103C,DIRECTION CONTROL VALVE OPEN CENTER
21,HYDRAULIC SYSTEM,2103,CONTROL VALVE,2103D,DIRECTION CONTROL VALVE CLOSED CENTER
21,HYDRAULIC SYSTEM,2103,CONTROL VALVE,2103S,CONTROL VALVE SERVICE KIT
21,HYDRAULIC SYSTEM,2104,CYLINDER,2104A,DOUBLE ACTING CYLINDER
21,HYDRAULIC SYSTEM,2104,CYLINDER,2104B,SINGLE ACTING CYLINDER
21,HYDRAULIC SYSTEM,2104,CYLINDER,2104C,TELESCOPIC CYLINDER
21,HYDRAULIC SYSTEM,2104,CYLINDER,2104S,HYDRAULIC CYLINDER SERVICE KIT
21,HYDRAULIC SYSTEM,2105,RESERVOIR,2105A,NON PRESSURIZED RESERVOIR
21,HYDRAULIC SYSTEM,2105,RESERVOIR,2105B,PRESSURIZED RESERVOIR
21,HYDRAULIC SYSTEM,2105,RESERVOIR,2105C,ACCUMULATOR
21,HYDRAULIC SYSTEM,2105,RESERVOIR,2105S,HYDRAULIC RESERVOIR SERVICE KIT
21,HYDRAULIC SYSTEM,2106,FILTERATION,2106A,HYDRAULIC SUCTION LINE
21,HYDRAULIC SYSTEM,2106,FILTERATION,2106B,HYDRAULIC RETURN LINE
21,HYDRAULIC SYSTEM,2106,FILTERATION,2106C,HYDRAULIC PRESSURE LINE
21,HYDRAULIC SYSTEM,2106,FILTERATION,2106S,HYDRAULIC FILTERATION SERVICE KIT
21,HYDRAULIC SYSTEM,2107,PLUMBING,2107A,FLEXIBLE PLUMBING
21,HYDRAULIC SYSTEM,2107,PLUMBING,2107B,RIGID PLUMBING
21,HYDRAULIC SYSTEM,2107,PLUMBING,2107C,CLAMPS PLUMBING
21,HYDRAULIC SYSTEM,2107,PLUMBING,2107D,PROTECTIVE COVERINGS PLUMBING
21,HYDRAULIC SYSTEM,2108,FITTING & ADAPTORS,2108A,THREADED FITTINGS
21,HYDRAULIC SYSTEM,2108,FITTING & ADAPTORS,2108B,NON THREADED FITTINGS
21,HYDRAULIC SYSTEM,2109,FLUID HYDRAULIC,2109A,FLUID HYDRAULIC
21,HYDRAULIC SYSTEM,2110,SEALING ELEMENTS,2110A,ORING
21,HYDRAULIC SYSTEM,2110,SEALING ELEMENTS,2110B,SEAL
21,HYDRAULIC SYSTEM,2111,OIL COOLER,2111A,AIR COOLED
21,HYDRAULIC SYSTEM,2111,OIL COOLER,2111B,WATER COOLED
21,HYDRAULIC SYSTEM,2111,OIL COOLER,2111C,COMBI COOLER
21,HYDRAULIC SYSTEM,2112,VALVE CONTROLS,2112A,LEVER OPERATED VALVE
21,HYDRAULIC SYSTEM,2112,VALVE CONTROLS,2112B,ELECTRICALLY OPERATED VALVE
21,HYDRAULIC SYSTEM,2112,VALVE CONTROLS,2112C,JOYSTIC VALVE
21,HYDRAULIC SYSTEM,2112,VALVE CONTROLS,2112D,MOUNTING VALVE
21,HYDRAULIC SYSTEM,2112,VALVE CONTROLS,2112S,CONTROL VALVE SERVICE KIT
21,HYDRAULIC SYSTEM,2113,HYDRAULIC POWERPACK,2113A,MOBILE-HYDRAULIC POWERPACK
21,HYDRAULIC SYSTEM,2113,HYDRAULIC POWERPACK,2113B,INDUSTRIAL-HYDRAULIC POWERPACK
21,HYDRAULIC SYSTEM,2113,HYDRAULIC POWERPACK,2113S,HYDRAULIC POWERPACK SERVICE KIT
21,HYDRAULIC SYSTEM,2114,HYDRAULIC WINCH,2114A,STRUCTURAL
21,HYDRAULIC SYSTEM,2114,HYDRAULIC WINCH,2114B,MOTOR
21,HYDRAULIC SYSTEM,2114,HYDRAULIC WINCH,2114S,Removed From System
21,HYDRAULIC SYSTEM,2115,HYDRAULIC DRIVES,2115A,SWING MOTOR
21,HYDRAULIC SYSTEM,2115,HYDRAULIC DRIVES,2115B,TRAVEL MOTOR
21,HYDRAULIC SYSTEM,2115,HYDRAULIC DRIVES,2115C,SWING GEARBOX
21,HYDRAULIC SYSTEM,2115,HYDRAULIC DRIVES,2115D,TRAVEL GEARBOX
21,HYDRAULIC SYSTEM,2115,HYDRAULIC DRIVES,2115E,TRAVEL DRIVE - INTEGRATED
21,HYDRAULIC SYSTEM,2115,HYDRAULIC DRIVES,2115F,SWING DRIVE - INTEGRATED
22,ELECTRICAL VEHICLE DRIVE SYSTEM,2201,ELECTRIC DRIVE,2201A,ELECTRIC MOTOR
22,ELECTRICAL VEHICLE DRIVE SYSTEM,2202,CONTROLLER ELECTRIC DRIVE,2202A,CONTROLLER ELECTRONIC
22,ELECTRICAL VEHICLE DRIVE SYSTEM,2203,CONTROLLER COOLING,2203A,CONTROLLER COOLER
22,ELECTRICAL VEHICLE DRIVE SYSTEM,2203,CONTROLLER COOLING,2203B,COOLANT PUMP & FLOW CONTROL
22,ELECTRICAL VEHICLE DRIVE SYSTEM,2203,CONTROLLER COOLING,2203C,UCP COOLANT PUMP & FLOW CONTROL
23,TRIMS,2301,COCKPIT,2301A,INSTRUMENT PANEL ASSY
23,TRIMS,2301,COCKPIT,2301B,AIR VENT ASSEMBLY
23,TRIMS,2301,COCKPIT,2301C,DUCTS
23,TRIMS,2301,COCKPIT,2301D,CCB
23,TRIMS,2301,COCKPIT,2301E,STEERING WHEEL
23,TRIMS,2301,COCKPIT,2301F,FLOOR CONSOLE ASSEMBLY
23,TRIMS,2301,COCKPIT,2301G,GEAR SHIFTER ASSEMBLY
23,TRIMS,2302,EXTERIOR TRIMS,2302A,BUMPER FRONT
23,TRIMS,2302,EXTERIOR TRIMS,2302B,BUMPER RR
23,TRIMS,2302,EXTERIOR TRIMS,2302C,BODY SIDE OUTER TRIMS
23,TRIMS,2302,EXTERIOR TRIMS,2302D,FRONT END TRIMS
23,TRIMS,2302,EXTERIOR TRIMS,2302E,REAR END TRIMS
23,TRIMS,2302,EXTERIOR TRIMS,2302F,ROOF OUTER TRIM
23,TRIMS,2302,EXTERIOR TRIMS,2302G,"BADGES, DECALS & BOT"
23,TRIMS,2302,EXTERIOR TRIMS,2302H,EXTERIOR TRIMS LAYOUT
23,TRIMS,2303,INTERIOR TRIMS,2303A,BODY SIDE INTR TRIMS
23,TRIMS,2303,INTERIOR TRIMS,2303B,DOOR TRIM ASSEMBLY
23,TRIMS,2303,INTERIOR TRIMS,2303C,ROOF INTR TRIM
